S.no,Player Name,Runs in Flat Pitches,Runs in Red Soil Pitches,Runs in Black Soil Pitches,Dismissals in Flat Pitches,Dismissals in Red Soil Pitches,Dismissals in Black Soil Pitches
2428,AB Sharma,100,0,0,4,0,0
2429,HV Mandhyan,100,0,0,4,0,0
2430,Abhishek Ahuja,100,0,0,3,0,0
2431,Akhil Rajput,100,0,0,2,0,0
2432,Zubayr Hamza,100,0,0,2,0,0
2433,DP Michael,100,0,0,1,0,0
2434,A Mithun,99,0,0,7,0,0
2435,C Gunasekara,99,0,0,7,0,0
2436,Anwar Arudin,99,0,0,6,0,0
2437,RJ Sidebottom,99,0,0,4,0,0
2438,Amit Sinha,77,22,0,0,2,0
2439,J Baker,99,0,0,2,0,0
2440,Taranjit Singh,99,0,0,2,0,0
2441,DM Kimmince,99,0,0,1,0,0
2442,A Ashish Reddy,69,10,19,5,1,0
2443,CK Leopard,98,0,0,6,0,0
2444,NS Naik,98,0,0,6,0,0
2445,JE Dooley,98,0,0,4,0,0
2446,MC Sorensen,98,0,0,4,0,0
2447,A Verma,98,0,0,3,0,0
2448,GM Smith,98,0,0,3,0,0
2449,P Pathiraja,98,0,0,3,0,0
2450,Snehal Kauthankar,98,0,0,3,0,0
2451,Umar Amin,98,0,0,3,0,0
2452,MS Maker,98,0,0,2,0,0
2453,T Wyllie,98,0,0,1,0,0
2454,JJ Bazley,97,0,0,13,0,0
2455,P Sarraf,97,0,0,6,0,0
2456,SM Mycock,97,0,0,6,0,0
2457,Shamyl Hussain,97,0,0,5,0,0
2458,TA Griffith,97,0,0,5,0,0
2459,Mirza Ahsan,97,0,0,4,0,0
2460,D Suzuki,97,0,0,3,0,0
2461,N Harman,97,0,0,3,0,0
2462,LD Madushanka,97,0,0,2,0,0
2463,Saif Badar,97,0,0,2,0,0
2464,WC Ludick,97,0,0,0,0,0
2465,M Kartik,48,48,0,4,3,0
2466,SHA Rance,96,0,0,6,0,0
2467,JNK Shannon,96,0,0,4,0,0
2468,N Shangase,96,0,0,4,0,0
2469,VE Tembo,96,0,0,3,0,0
2470,Wasim Ali,96,0,0,3,0,0
2471,CP Savage,96,0,0,2,0,0
2472,D Hemananda,96,0,0,2,0,0
2473,Karanveer Kaushal,96,0,0,2,0,0
2474,RB Albert,96,0,0,2,0,0
2475,MLR Buddika,96,0,0,1,0,0
2476,B Swanepoel,95,0,0,10,0,0
2477,CJ Boyce,95,0,0,9,0,0
2478,MD Wagstaff,95,0,0,7,0,0
2479,NA Patel,95,0,0,7,0,0
2480,EO Leonard,95,0,0,6,0,0
2481,AJ Bichel,94,1,0,4,1,0
2482,KLD Vishvaka,95,0,0,5,0,0
2483,Muhammad Amir,95,0,0,5,0,0
2484,ND Perera,95,0,0,5,0,0
2485,PM Pushpakumara,95,0,0,5,0,0
2486,PJ Ingram,95,0,0,4,0,0
2487,Prashanth Kumar,45,50,0,1,3,0
2488,Saira Jabeen,95,0,0,4,0,0
2489,T Nightingale,95,0,0,4,0,0
2490,VH Zol,95,0,0,4,0,0
2491,W Miyauchi,95,0,0,4,0,0
2492,B Ellis,95,0,0,3,0,0
2493,SSE Gumbs,95,0,0,3,0,0
2494,JM Watkin,95,0,0,2,0,0
2495,N A Sharma,95,0,0,2,0,0
2496,Shujaat Rasool,95,0,0,2,0,0
2497,Hamza Dar,95,0,0,1,0,0
2498,Karan Shinde,95,0,0,1,0,0
2499,ZM Tribe,95,0,0,1,0,0
2500,Adnan Mufti,94,0,0,3,0,0
2501,U U Bose,94,0,0,3,0,0
2502,U Bhatti,94,0,0,1,0,0
2503,BC Cullen,93,0,0,6,0,0
2504,Jahandad Khan,93,0,0,6,0,0
2505,S Qeshile,93,0,0,5,0,0
2506,TM Odoyo,93,0,0,5,0,0
2507,Khuzaima Tanveer,93,0,0,4,0,0
2508,Mehran Khan,93,0,0,4,0,0
2509,Sumit Kumar (2),93,0,0,4,0,0
2510,Darshan Misal,93,0,0,3,0,0
2511,J Martins,93,0,0,3,0,0
2512,Y Maddege,93,0,0,3,0,0
2513,Abhishek Goswami,93,0,0,2,0,0
2514,K Amantha,93,0,0,2,0,0
2515,Manjural Islam Rana,93,0,0,2,0,0
2516,Mohammed Al Balushi,93,0,0,2,0,0
2517,Abidullah Kotwa,93,0,0,0,0,0
2518,Umar Gul,92,0,0,12,0,0
2519,JAF Yovich,92,0,0,5,0,0
2520,HKM de Silva,92,0,0,3,0,0
2521,Omid Mailk Khel,92,0,0,3,0,0
2522,Yasser Nazir,92,0,0,3,0,0
2523,Rongsen Jonathan,92,0,0,2,0,0
2524,NB Mahwire,92,0,0,1,0,0
2525,Nikhil Gangta,92,0,0,1,0,0
2526,AS Hansra,22,70,0,0,0,0
2527,A Zampa,86,0,5,19,1,1
2528,Mustafizur Rahman,75,12,4,14,3,0
2529,K Goel,91,0,0,7,0,0
2530,Nasrulla Rana,91,0,0,6,0,0
2531,Khaibar Deldar,91,0,0,4,0,0
2532,Muhammad Fahad,91,0,0,2,0,0
2533,M Beitaki,91,0,0,1,0,0
2534,Saif-Ul Islam,91,0,0,0,0,0
2535,FH Edwards,77,13,0,15,0,0
2536,B Zuiderent,90,0,0,8,0,0
2537,S Gopal,49,33,8,6,2,0
2538,KA Jones,90,0,0,7,0,0
2539,R Dianish,90,0,0,6,0,0
2540,RA Jones,90,0,0,6,0,0
2541,SSM Stanislaus,90,0,0,5,0,0
2542,DR Tuffey,90,0,0,4,0,0
2543,S Forbes,90,0,0,4,0,0
2544,A Mundra,90,0,0,3,0,0
2545,S Chattergoon,90,0,0,3,0,0
2546,Harsh Tyagi,90,0,0,2,0,0
2547,PR Veer,90,0,0,2,0,0
2548,Akshaykumar Yadav,90,0,0,1,0,0
2549,KW Richardson,88,1,0,7,0,0
2550,Harpreet Brar,70,19,0,4,2,0
2551,R Gaznavi,89,0,0,5,0,0
2552,R Mutumbami,89,0,0,5,0,0
2553,Saad Baig,89,0,0,5,0,0
2554,Qasim Akram,89,0,0,4,0,0
2555,Abhay Negi,5,84,0,1,2,0
2556,MP Ainsworth,89,0,0,3,0,0
2557,CM McBride,89,0,0,2,0,0
2558,Mitesh Patel,89,0,0,2,0,0
2559,PK Matautaava,89,0,0,2,0,0
2560,AR Bawne,89,0,0,1,0,0
2561,R Pillai,89,0,0,1,0,0
2562,MVT Fernando,88,0,0,15,0,0
2563,J Mubarak,88,0,0,4,0,0
2564,RPN Priyadarshana,88,0,0,4,0,0
2565,BM Scholtz,88,0,0,3,0,0
2566,Fanyan Mughal,88,0,0,3,0,0
2567,AR Naidoo,88,0,0,2,0,0
2568,CAE Hill,88,0,0,2,0,0
2569,CP Tremain,88,0,0,2,0,0
2570,Uvais Ahmad,88,0,0,2,0,0
2571,JK Kamande,88,0,0,1,0,0
2572,T Duffin,88,0,0,1,0,0
2573,T Manders,88,0,0,1,0,0
2574,N Pradeep,87,0,0,10,0,0
2575,S Modgil,87,0,0,8,0,0
2576,N Radhakrishnan,87,0,0,7,0,0
2577,Lalhmangaiha,34,53,0,2,3,0
2578,R Chandrika,87,0,0,4,0,0
2579,KH Abe,87,0,0,3,0,0
2580,Pavan Deshpande,87,0,0,3,0,0
2581,C Rububagumya,87,0,0,2,0,0
2582,CJ Delany,87,0,0,2,0,0
2583,Saurabh Rawat,87,0,0,2,0,0
2584,BKEL Milantha,87,0,0,1,0,0
2585,LPPM Kumara,87,0,0,1,0,0
2586,JP Morley,86,0,0,8,0,0
2587,TE Tsiga,86,0,0,7,0,0
2588,Gull Feroza,86,0,0,5,0,0
2589,L Ngidi,86,0,0,5,0,0
2590,ML Kostic,86,0,0,5,0,0
2591,E Claridge,86,0,0,4,0,0
2592,SK Rasheed,67,19,0,3,1,0
2593,Tarun Sharma (2),86,0,0,4,0,0
2594,DO Leicher,86,0,0,3,0,0
2595,M Brown,86,0,0,3,0,0
2596,Adeeb Usmani,86,0,0,2,0,0
2597,ST Mendis,86,0,0,2,0,0
2598,Anoop Orsu,86,0,0,1,0,0
2599,M Rawat,84,2,0,0,1,0
2600,OD Hald,86,0,0,1,0,0
2601,S Jegannathan,86,0,0,1,0,0
2602,SM Sharif,85,0,0,9,0,0
2603,Aamer Yamin,85,0,0,6,0,0
2604,NA Sowter,85,0,0,6,0,0
2605,JM Kerr,85,0,0,5,0,0
2606,MW Pillans,85,0,0,5,0,0
2607,G Kaplan,85,0,0,3,0,0
2608,Mohammad Farooq (2),85,0,0,3,0,0
2609,RS Sembukuttige,85,0,0,3,0,0
2610,Tanzeel Sheikh,85,0,0,3,0,0
2611,Khalid Kail,85,0,0,2,0,0
2612,Manisankar Murasingh,85,0,0,2,0,0
2613,D Doyle-Calle,85,0,0,1,0,0
2614,MP Ellison,85,0,0,1,0,0
2615,Jaskaran Singh (2),84,0,0,9,0,0
2616,C Brewer,84,0,0,7,0,0
2617,I Wijesundera,84,0,0,6,0,0
2618,TG Mokoena,84,0,0,6,0,0
2619,DR Shorey,76,0,8,4,0,1
2620,SL Stewart,84,0,0,5,0,0
2621,GJ Dawson,84,0,0,4,0,0
2622,SADU Mihiran,84,0,0,4,0,0
2623,Sohail Khan,84,0,0,4,0,0
2624,AS Roy,84,0,0,2,0,1
2625,TL Tsolekile,84,0,0,3,0,0
2626,Umar Siddiq,84,0,0,3,0,0
2627,CM Smith,84,0,0,2,0,0
2628,Suraj Kumar,84,0,0,2,0,0
2629,M Prince,84,0,0,1,0,0
2630,Umair Qasim,84,0,0,1,0,0
2631,S Sajana,83,0,0,7,0,0
2632,Abdur Razzak,83,0,0,5,0,0
2633,Danish Aziz,83,0,0,5,0,0
2634,N Potts,83,0,0,5,0,0
2635,Sadaf Shamas,83,0,0,4,0,0
2636,SC van Schalkwyk,81,2,0,4,0,0
2637,T Bharaj,83,0,0,4,0,0
2638,T Perera,83,0,0,3,0,0
2639,P Cleary,83,0,0,2,0,0
2640,RA Clarke,83,0,0,2,0,0
2641,NGRP Jayasuriya,82,0,0,13,0,0
2642,Rishad Hossain,82,0,0,10,0,0
2643,R Sathish,72,0,10,4,1,1
2644,HS Liyanage,82,0,0,5,0,0
2645,Mudassar Bukhari,82,0,0,5,0,0
2646,Akeem Jordan,82,0,0,3,0,0
2647,HH Streak,82,0,0,3,0,0
2648,JS Floros,82,0,0,3,0,0
2649,J Barker,82,0,0,1,0,0
2650,Usama Mir,81,0,0,15,0,0
2651,T Thushara,81,0,0,8,0,0
2652,A Kapil,81,0,0,7,0,0
2653,Abrar Ahmed,81,0,0,7,0,0
2654,Z James,81,0,0,6,0,0
2655,F Tunnicliffe,81,0,0,4,0,0
2656,Ibrahim Rahimi,81,0,0,4,0,0
2657,NT Gamage,81,0,0,4,0,0
2658,RG Mukasa,81,0,0,4,0,0
2659,ACI Lovell,81,0,0,3,0,0
2660,CE Coulter Reilly,81,0,0,3,0,0
2661,M Tharupathi,81,0,0,3,0,0
2662,AF Buurman,81,0,0,2,0,0
2663,GK Davis,81,0,0,1,0,0
2664,Jay Gohil,81,0,0,1,0,0
2665,K Pooran,81,0,0,0,0,0
2666,NJ Rimmington,80,0,0,7,0,0
2667,RJKTD Ranatunga,80,0,0,4,0,0
2668,Yashpal Singh,80,0,0,4,0,0
2669,Hamza Tariq,80,0,0,3,0,0
2670,Yasin Patel,80,0,0,3,0,0
2671,PJ Bhati,80,0,0,2,0,0
2672,O Manishimwe,80,0,0,1,0,0
2673,R Mazumder,80,0,0,0,0,0
2674,RP Yadav,77,0,2,5,0,2
2675,SI Mahmood,79,0,0,7,0,0
2676,CA Rose,79,0,0,6,0,0
2677,T Bhatia,17,25,37,2,2,1
2678,A Shrubsole,74,5,0,2,2,0
2679,MP Kuhnemann,79,0,0,4,0,0
2680,JJ Boult,79,0,0,3,0,0
2681,Rohail Nazir,79,0,0,3,0,0
2682,D Keulder,79,0,0,2,0,0
2683,H Hiri,79,0,0,2,0,0
2684,BD Macdonald,79,0,0,1,0,0
2685,Muktar Ali,79,0,0,1,0,0
2686,R Jayasena,79,0,0,0,0,0
2687,S Sehrawat,78,0,0,8,0,0
2688,Shoriful Islam,65,6,7,8,0,0
2689,Fabid Ahmed,6,72,0,1,6,0
2690,WGRL Wijenayake,78,0,0,4,0,0
2691,Nazmul Hossain Milon,78,0,0,3,0,0
2692,Sidhant Singh,78,0,0,2,0,0
2693,L Klusener,78,0,0,1,0,0
2694,Shah Abrar Hussain,78,0,0,1,0,0
2695,UR Patel,0,78,0,0,1,0
2696,Kabir Ali,77,0,0,7,0,0
2697,AEN Riley,77,0,0,6,0,0
2698,AP Beard,77,0,0,5,0,0
2699,MD Mishra,65,12,0,4,1,0
2700,Pallav Kumar Das,47,30,0,2,3,0
2701,KN Peiris,77,0,0,4,0,0
2702,L Heap,77,0,0,4,0,0
2703,LC Doherty,77,0,0,4,0,0
2704,DEM Carter,77,0,0,3,0,0
2705,SD Parris,77,0,0,3,0,0
2706,V Zimonjic,77,0,0,3,0,0
2707,HS Mustard,77,0,0,2,0,0
2708,MW Tromp,77,0,0,2,0,0
2709,SP Khakurel,77,0,0,2,0,0
2710,Usman Ghani,77,0,0,2,0,0
2711,JN du Plooy,77,0,0,1,0,0
2712,J Coetzee,77,0,0,0,0,0
2713,L Botha,77,0,0,0,0,0
2714,A Nehra,69,1,6,6,3,1
2715,AR Swanepoel,76,0,0,6,0,0
2716,Diyon Johnson,76,0,0,5,0,0
2717,Umer Imtiaz,76,0,0,5,0,0
2718,Alauddin Babu,76,0,0,4,0,0
2719,CJ Briggs,76,0,0,4,0,0
2720,DM Jayalath,76,0,0,3,0,0
2721,KA Anderson,76,0,0,3,0,0
2722,Y Mendis,76,0,0,3,0,0
2723,N Boje,76,0,0,2,0,0
2724,TO Wylie,76,0,0,2,0,0
2725,NA Statham,76,0,0,1,0,0
2726,RJ Ainsworth,76,0,0,1,0,0
2727,Afzal Saleem,76,0,0,0,0,0
2728,DL Hemp,76,0,0,0,0,0
2729,R Bishnoi,76,0,0,0,0,0
2730,Hammad Azam,75,0,0,6,0,0
2731,Waqas Khan,75,0,0,6,0,0
2732,JP McIlroy,75,0,0,5,0,0
2733,Abdullah Fazal,75,0,0,4,0,0
2734,Hari Nishaanth,75,0,0,4,0,0
2735,JP Webb,75,0,0,4,0,0
2736,A Mansale,75,0,0,3,0,0
2737,JR Newton,75,0,0,3,0,0
2738,C Hassett,75,0,0,2,0,0
2739,Omair Yousuf,75,0,0,2,0,0
2740,S von Berg,75,0,0,2,0,0
2741,Shubham Sharma,75,0,0,2,0,0
2742,S Ghadigaonkar,75,0,0,1,0,0
2743,D Paterson,74,0,0,7,0,0
2744,TH Aspinwall,74,0,0,7,0,0
2745,Kashif Daud,74,0,0,3,0,0
2746,Akshay Wadkar,74,0,0,2,0,0
2747,Khurram Nawaz,74,0,0,2,0,0
2748,S Seyibokwe,74,0,0,2,0,0
2749,Natim Hassam,74,0,0,0,0,0
2750,Mir Hamza,73,0,0,8,0,0
2751,JU Goolie,73,0,0,5,0,0
2752,NR Gunasekera,73,0,0,5,0,0
2753,SJ Young,73,0,0,5,0,0
2754,Shreyanka Patil,62,11,0,2,2,0
2755,J Pillay,73,0,0,3,0,0
2756,LN Oluoch,73,0,0,3,0,0
2757,MO Kitunda,73,0,0,3,0,0
2758,RV Gomez,6,67,0,1,2,0
2759,Sandeep Goud,73,0,0,3,0,0
2760,GRL Weerasuriya,73,0,0,2,0,0
2761,OH Freckingham,73,0,0,2,0,0
2762,Utkarsh Singh,73,0,0,2,0,0
2763,Naim Stanikzai,73,0,0,0,0,0
2764,JW Dernbach,72,0,0,8,0,0
2765,T Musekiwa,72,0,0,5,1,0
2766,M De Villiers,72,0,0,4,0,0
2767,RM Edavalath,72,0,0,4,0,0
2768,SO Tikolo,72,0,0,4,0,0
2769,IG Sharp,72,0,0,3,0,0
2770,J Rasu,72,0,0,3,0,0
2771,CD Cumming,72,0,0,2,0,0
2772,D Samarawickrama,72,0,0,2,0,0
2773,DES Maxwell,72,0,0,2,0,0
2774,Kishan Parmar,72,0,0,2,0,0
2775,AB Fudadin,72,0,0,1,0,0
2776,Ashwin Das,72,0,0,1,0,0
2777,DT Johnston,72,0,0,1,0,0
2778,T Pradeep,72,0,0,1,0,0
2779,TW Loten,72,0,0,1,0,0
2780,Y Jalloh,72,0,0,1,0,0
2781,B Muzarabani,71,0,0,12,1,0
2782,AB Agarkar,47,24,0,9,2,0
2783,SS Cottrell,67,4,0,10,0,0
2784,A Dutt,70,0,1,8,0,1
2785,CS Baugh,66,5,0,6,2,0
2786,Farhan Ahmed (2),71,0,0,8,0,0
2787,DK Ferns,71,0,0,6,0,0
2788,Vishad Randika,71,0,0,5,0,0
2789,Imran Tahir,69,2,0,4,0,0
2790,P Subrayen,71,0,0,4,0,0
2791,RR Powar,43,28,0,4,0,0
2792,W Clark,71,0,0,4,0,0
2793,D Cato,71,0,0,3,0,0
2794,K Moore,71,0,0,3,0,0
2795,LR Johnson,71,0,0,3,0,0
2796,F Sweet,71,0,0,2,0,0
2797,Mohamed Arief,71,0,0,2,0,0
2798,A Augastin,71,0,0,1,0,0
2799,AK Mohan,71,0,0,1,0,0
2800,B de Leede,71,0,0,1,0,0
2801,D Jansen,71,0,0,1,0,0
2802,M Pranith,71,0,0,1,0,0
2803,N Mugabe,71,0,0,1,0,0
2804,RR Raina,71,0,0,1,0,0
2805,SA Okpe,71,0,0,1,0,0
2806,Sandeep Patel,71,0,0,1,0,0
2807,PA van Meekeren,66,0,4,9,0,1
2808,RW Price,70,0,0,6,0,0
2809,KS Gautam,70,0,0,5,0,0
2810,SK Springer,70,0,0,5,0,0
2811,Amogh Desai,70,0,0,4,0,0
2812,CL Herring,70,0,0,4,0,0
2813,GA Priandana,70,0,0,4,0,0
2814,Zain Ul Abidin,70,0,0,4,0,0
2815,ARJ Ogborne,70,0,0,3,0,0
2816,Idrees Ul Haque,70,0,0,3,0,0
2817,Mudassar Muhammad,70,0,0,2,0,0
2818,O Gunning,70,0,0,2,0,0
2819,S Tobgay,70,0,0,2,0,0
2820,SS Nadkarni,70,0,0,2,0,0
2821,Azyan Farhath,70,0,0,1,0,0
2822,Faisal Mubashir,70,0,0,1,0,0
2823,FRJ Coleman,70,0,0,1,0,0
2824,OE Newey,70,0,0,1,0,0
2825,R Nehonde,70,0,0,1,0,0
2826,SL Rainbird,70,0,0,1,0,0
2827,PADLR Sandakan,68,0,1,14,0,1
2828,JA Porter,69,0,0,11,0,0
2829,CD Collymore,69,0,0,9,0,0
2830,V Nigam,49,20,0,5,1,0
2831,B Evans,26,43,0,4,1,0
2832,M Spoors,69,0,0,5,0,0
2833,ASS Fletcher,69,0,0,4,0,0
2834,E Beukes,69,0,0,4,0,0
2835,U Aryaman Sunil,69,0,0,4,0,0
2836,Samiullah Shenwari,69,0,0,3,0,0
2837,Aarya Desai,69,0,0,2,0,0
2838,ARA Chambers,69,0,0,2,0,0
2839,AS Sawant,69,0,0,2,0,0
2840,FFW Price,69,0,0,2,0,0
2841,MA Liyanapathiranage,69,0,0,2,0,0
2842,PA Nixon,69,0,0,1,0,0
2843,Vivrant Sharma,0,69,0,0,1,0
2844,Avesh Khan,47,7,14,3,1,1
2845,KM Dabengwa,68,0,0,5,0,0
2846,CH Stobo,68,0,0,4,0,0
2847,Jishan Alam,68,0,0,4,0,0
2848,Vikas Hathwala,68,0,0,4,0,0
2849,CL Flintoff,68,0,0,3,0,0
2850,Salil Arora,38,30,0,3,0,0
2851,Aanshul Gupta,68,0,0,2,0,0
2852,Bazid Khan,68,0,0,2,0,0
2853,BL Couch,68,0,0,2,0,0
2854,KG Anderson,68,0,0,2,0,0
2855,Mukhtar Ghulami,68,0,0,2,0,0
2856,R McKenna,68,0,0,2,0,0
2857,AG Dugmore,68,0,0,1,0,0
2858,AJ McKay,68,0,0,1,0,0
2859,D du Preez,68,0,0,1,0,0
2860,S Ramakrishnan,68,0,0,1,0,0
2861,Gulraiz Sadaf,68,0,0,0,0,0
2862,S Arora,68,0,0,0,0,0
2863,MM Sharma,55,4,8,6,1,1
2864,Nasum Ahmed,27,19,21,4,1,2
2865,Rizwan Butt,67,0,0,4,0,0
2866,Gaurav Puri,67,0,0,3,0,0
2867,M Bhatia,67,0,0,3,0,0
2868,NMS Param,67,0,0,3,0,0
2869,AJ Burger,67,0,0,2,0,0
2870,AR Reakes,67,0,0,2,0,0
2871,CMJ McLoughlin-Gavin,67,0,0,2,0,0
2872,ER Dwivedi,67,0,0,1,1,0
2873,Yash Nahar,67,0,0,2,0,0
2874,AA Rahayu,67,0,0,1,0,0
2875,Utkarsh Srivastava,67,0,0,1,0,0
2876,CP Klijnhans,67,0,0,0,0,0
2877,O Peters,67,0,0,0,0,0
2878,SH Venugopal,67,0,0,0,0,0
2879,S Lamichhane,61,5,0,6,1,0
2880,L Senokwane,66,0,0,5,0,0
2881,ME Hobden,66,0,0,5,0,0
2882,Sediqullah Atal,66,0,0,5,0,0
2883,Abdul Wahid,66,0,0,4,0,0
2884,GT Bell,66,0,0,4,0,0
2885,JKC Claxton,66,0,0,4,0,0
2886,Duan Jansen,66,0,0,3,0,0
2887,Abdul Basith,66,0,0,2,0,0
2888,DJ Wainwright,66,0,0,2,0,0
2889,IS Billcliff,66,0,0,2,0,0
2890,Sajid Khan,66,0,0,2,0,0
2891,NRP Scholtz,66,0,0,1,0,0
2892,Shahil Momin,66,0,0,1,0,0
2893,V Viyaskanth,65,0,0,7,0,0
2894,Khizar Hayat,65,0,0,5,0,0
2895,SJ Seecharan,65,0,0,5,0,0
2896,SM Boland,65,0,0,5,0,0
2897,E Dusingizimana,65,0,0,4,0,0
2898,Imran Qayyum,65,0,0,4,0,0
2899,Jaspreet Singh,65,0,0,4,0,0
2900,Waqar Zalmai,65,0,0,4,0,0
2901,MJ Nofal,65,0,0,3,0,0
2902,Shubham Khajuria,65,0,0,3,0,0
2903,Subramanian Anand,0,65,0,0,3,0
2904,W Prestwidge,65,0,0,3,0,0
2905,CA Soper,65,0,0,2,0,0
2906,Hamid Safi,65,0,0,2,0,0
2907,MTMMJ Ave,65,0,0,2,0,0
2908,Muhammad Adil,65,0,0,2,0,0
2909,NA Rathva,65,0,0,2,0,0
2910,R Mudford,65,0,0,2,0,0
2911,RG Hazarika,65,0,0,2,0,0
2912,S Colombage,65,0,0,2,0,0
2913,A Kirschbaum,65,0,0,1,0,0
2914,Gaurav Tiwari,65,0,0,1,0,0
2915,OM Baker,65,0,0,1,0,0
2916,SR Weliwatta,65,0,0,1,0,0
2917,SG Mangela,65,0,0,0,0,0
2918,J Hull,64,0,0,7,0,0
2919,Codi Yusuf,64,0,0,5,0,0
2920,TI Hinley,64,0,0,4,0,0
2921,Girinath Reddy,51,13,0,2,1,0
2922,Saghar Manzoor,64,0,0,3,0,0
2923,A Muthalib,64,0,0,2,0,0
2924,Ahmed Raza,64,0,0,2,0,0
2925,Arjit Pannu,64,0,0,2,0,0
2926,Mohammad Hasnain,64,0,0,2,0,0
2927,Naveen-ul-Haq,64,0,0,2,0,0
2928,R van Schoor,64,0,0,2,0,0
2929,S Manuranga,64,0,0,2,0,0
2930,T Chanderpaul,64,0,0,2,0,0
2931,YV Takawale,64,0,0,2,0,0
2932,Esam Rahman,64,0,0,1,0,0
2933,H Kaushik,64,0,0,1,0,0
2934,Rajesh Singh,64,0,0,1,0,0
2935,W Niyitanga,64,0,0,1,0,0
2936,Zafer Durmaz,64,0,0,1,0,0
2937,TS Mills,63,0,0,8,0,1
2938,A Virdi,63,0,0,7,0,0
2939,GP Meade,63,0,0,6,0,0
2940,A Rosslee,63,0,0,4,0,0
2941,Bilawal Bhatti,63,0,0,4,0,0
2942,G Weerasinghe,63,0,0,4,0,0
2943,JM Connell,63,0,0,4,0,0
2944,Shivam Bhambri,63,0,0,4,0,0
2945,SW Masakadza,63,0,0,4,0,0
2946,DA Hendricks,63,0,0,3,0,0
2947,M van Jaarsveld,63,0,0,3,0,0
2948,Joe Wilson,63,0,0,2,0,0
2949,MSJ Davidson,63,0,0,2,0,0
2950,Sulaimon Runsewe,63,0,0,2,0,0
2951,Jakir Patel,63,0,0,1,0,0
2952,PD McGlashan,63,0,0,1,0,0
2953,Kaif Ahmad,63,0,0,0,0,0
2954,Mohammed Irfan,63,0,0,0,0,0
2955,RL Blake,63,0,0,0,0,0
2956,T Ruma,63,0,0,0,0,0
2957,Naved-ul-Hasan,62,0,0,6,0,0
2958,Nauman Ali,62,0,0,5,0,0
2959,O Tuyisenge,62,0,0,5,0,0
2960,Shivam Chaudhary,62,0,0,5,0,0
2961,GEB Boyce,62,0,0,4,0,0
2962,DKRC Jayatissa,62,0,0,3,0,0
2963,OA Ramela,62,0,0,3,0,0
2964,RD Bovell,62,0,0,3,0,0
2965,D Weston,62,0,0,2,0,0
2966,GB Murgatroyd,62,0,0,2,0,0
2967,MD Bates (2),62,0,0,2,0,0
2968,Muhammad Yasin,62,0,0,2,0,0
2969,S de Mel,62,0,0,2,0,0
2970,Samarth Seth,62,0,0,2,0,0
2971,Shahzeb Afridi,62,0,0,2,0,0
2972,Sudip Chatterjee,62,0,0,2,0,0
2973,H Pieterse,62,0,0,1,0,0
2974,N Bidaisee,62,0,0,1,0,0
2975,NA Saini,60,2,0,0,1,0
2976,LS Boucher,62,0,0,0,0,0
2977,Jasdeep Singh,61,0,0,5,0,0
2978,Abu Hider,61,0,0,4,0,0
2979,Izaz Ali,61,0,0,4,0,0
2980,K Bharath Shankar,61,0,0,3,0,0
2981,N Pretorius,61,0,0,3,0,0
2982,Tanzim Hasan Sakib,61,0,0,3,0,0
2983,V Krishnamurthy,59,2,0,2,1,0
2984,V Chathuranga,61,0,0,2,0,0
2985,B Cooper,0,61,0,0,1,0
2986,BF Mailata,61,0,0,1,0,0
2987,D Kharel,61,0,0,0,0,0
2988,YS Chahal,45,8,7,6,0,1
2989,K Gore,60,0,0,6,0,0
2990,JA Foo,60,0,0,4,0,0
2991,DH Yagnik,50,10,0,2,1,0
2992,EV Jack,60,0,0,3,0,0
2993,JPA Taylor,60,0,0,3,0,0
2994,L Pope,60,0,0,3,0,0
2995,Zeeshan Ashraf,60,0,0,3,0,0
2996,AR Cusack,60,0,0,2,0,0
2997,Jitin Singh,60,0,0,2,0,0
2998,RJ Forrest,60,0,0,2,0,0
2999,RL Vitas,60,0,0,2,0,0
3000,YS Chauhan,60,0,0,2,0,0
3001,A Shahi,60,0,0,1,0,0
3002,C Potgieter,60,0,0,1,0,0
3003,L Schuld,60,0,0,1,0,0
3004,Lucky Ali,60,0,0,1,0,0
3005,Muhammad Asim (2),60,0,0,1,0,0
3006,W Boshoff,60,0,0,1,0,0
3007,Shoaib Bashir,59,0,0,8,0,0
3008,CJ Liddle,59,0,0,6,0,0
3009,Muslim Yar,59,0,0,5,0,0
3010,SSB Magala,59,0,0,4,0,0
3011,BA Langston,59,0,0,3,0,0
3012,D Norotam,59,0,0,3,0,0
3013,IA Robertson,59,0,0,3,0,0
3014,ISS Samarasooriya,59,0,0,3,0,0
3015,JA Freeman,59,0,0,3,0,0
3016,RK Gulati,59,0,0,3,0,0
3017,Sagun Kamat,59,0,0,3,0,0
3018,A Reyes,59,0,0,2,0,0
3019,I Dissanayaka,59,0,0,2,0,0
3020,Raihan Stanikzai,59,0,0,2,0,0
3021,FA Cossa,59,0,0,1,0,0
3022,K Reyneke,59,0,0,1,0,0
3023,KI Fernando,59,0,0,1,0,0
3024,Mahbubul Alam,59,0,0,1,0,0
3025,RCC Canning,59,0,0,1,0,0
3026,Bandeep Singh,59,0,0,0,0,0
3027,W McClintock,58,0,0,7,0,0
3028,Ali Masood,58,0,0,5,0,0
3029,RJ Hatchman,58,0,0,5,0,0
3030,J Little,58,0,0,4,0,0
3031,S Koppolu,58,0,0,4,0,0
3032,C Tlali,58,0,0,3,0,0
